defined_class	defined_class_label	biological_process	biological_process_label
DDPHENO:0001323	increased peptidyl-proline hydroxylation	GO:0019511	peptidyl-proline hydroxylation
DDPHENO:0001326	increased protein modification	GO:0036211	protein modification process
DDPHENO:0001337	increased protein localization	GO:0008104	protein localization
DDPHENO:0001343	increased protein phosphorylation	GO:0006468	protein phosphorylation
DDPHENO:0001346	increased protein tyrosine phosphorylation	GO:0018108	peptidyl-tyrosine phosphorylation
DDPHENO:0001351	increased protein serine phosphorylation	GO:0018105	peptidyl-serine phosphorylation
DDPHENO:0001353	increased protein theronine phosphorylation	GO:0018107	peptidyl-threonine phosphorylation
DDPHENO:0001374	increased chemotaxis to arachidonic acid	GO:0034670	chemotaxis to arachidonic acid
DDPHENO:0001377	increased intracellular pH	GO:0051454	intracellular pH elevation
DDPHENO:0001397	increased oscillatory cAMP signaling	GO:0140676	oscillatory cAMP signaling
DDPHENO:0001440	increased necrotic cell death	GO:0070265	necrotic cell death
DDPHENO:0001449	increased actin filament depolymerization	GO:0030042	actin filament depolymerization
DDPHENO:0001468	increased microtubule nucleation	GO:0007020	microtubule nucleation
DDPHENO:0001471	increased response to lithium	GO:0010226	response to lithium ion
DDPHENO:0001502	increased protein stabilization	GO:0050821	protein stabilization
DDPHENO:0001517	increased mitochondrial fusion	GO:0008053	mitochondrial fusion
DDPHENO:0001520	increased mitochondrial fission	GO:0000266	mitochondrial fission
DDPHENO:0001534	increased lysosomal pH	GO:0035752	lysosomal lumen pH elevation
